点序号	接近中心度	介数中心度
   201	  0.670086	  0.066586
   202	  0.659106	  0.014197
   203	  0.698347	  0.028200
   204	  0.704217	  0.065309
   205	  0.577221	  0.010175
   206	  0.747909	  0.060139
   207	  0.590863	  0.011529
   208	  0.637208	  0.005751
   209	  0.601278	  0.013775
   210	  0.497058	  0.015032
   211	  0.661758	  0.010831
   212	  0.685291	  0.019690
   213	  0.622188	  0.005144
   214	  0.720337	  0.040756
   215	  0.710797	  0.035589
   216	  0.597412	  0.003840
   217	  0.633939	  0.015243
   218	  0.631132	  0.004346
   219	  0.382065	  0.000082
   220	  0.505072	  0.001283
   221	  0.502908	  0.006602
   222	  0.659373	  0.018963
   223	  0.600332	  0.018708
   224	  0.711115	  0.042205
   225	  0.608155	  0.004762
   226	  0.560556	  0.002190
   227	  0.741597	  0.048496
   228	  0.380291	  0.000093
   229	  0.349532	  0.000145
   230	  0.450688	  0.000316
   231	  0.755599	  0.088035
   232	  0.716297	  0.263779
   233	  0.460974	  0.000215
   234	  0.493172	  0.016648
   235	  0.790173	  0.122887
   236	  0.704906	  0.026642
   237	  0.581488	  0.005797
   238	  0.459411	  0.000257
   239	  0.504959	  0.000806
   240	  0.683851	  0.024392
   241	  0.590216	  0.005391
   242	  0.600805	  0.002683
   243	  0.782493	  0.120812
   244	  0.523690	  0.001580
   245	  0.575391	  0.006625
   246	  0.638534	  0.035708
   247	  0.530105	  0.001299
   248	  0.550718	  0.015813
   249	  0.466273	  0.015857
   250	  0.391333	  0.000233
   251	  0.440464	  0.014188
   252	  0.587132	  0.001623
   253	  0.754397	  0.130465
   254	  0.484613	  0.001003
   255	  0.629498	  0.004788
   256	  0.440217	  0.000000
   257	  0.496961	  0.000000
   258	  0.477967	  0.000898
   259	  0.637363	  0.024004
   260	  0.385349	  0.000508
   261	  0.440217	  0.000000
   262	  0.664020	  0.029206
   263	  0.481422	  0.001163
   264	  0.440217	  0.000000
   265	  0.740610	  0.063769
   266	  0.511045	  0.031424
   267	  0.656176	  0.045346
   268	  0.647057	  0.008689
   269	  0.851888	  0.453004
   270	  0.459904	  0.014188
   271	  0.555272	  0.022858
   272	  0.617028	  0.007699
   273	  0.811844	  0.140174
   274	  0.566313	  0.009300
   275	  0.623987	  0.004811
   276	  0.615825	  0.004755
   277	  0.678927	  0.031573
   278	  0.475510	  0.000575
   279	  0.708658	  0.036751
   280	  0.461714	  0.000251
   281	  0.702151	  0.032286
   282	  0.440217	  0.000000
   283	  0.567311	  0.017563
   284	  0.661974	  0.005745
   285	  0.440217	  0.000000
   286	  0.748095	  0.049370
   287	  0.595850	  0.002429
   288	  0.587132	  0.001623
   289	  0.727287	  0.051325
   290	  0.497439	  0.002544
   291	  0.613861	  0.006912
   292	  0.688580	  0.025818
   293	  0.551355	  0.001398
   294	  0.658191	  0.022047
   295	  0.451849	  0.001172
   296	  0.476410	  0.000150
   297	  0.601093	  0.003130
   298	  0.629898	  0.024109
   299	  0.714652	  0.069864
   300	  0.485488	  0.000785
   301	  0.553576	  0.034825
   302	  0.715289	  0.049255
   303	  0.390685	  0.000000
   304	  0.633445	  0.008866
   305	  0.468972	  0.001521
   306	  0.678670	  0.013448
   307	  0.687439	  0.019945
   308	  0.644332	  0.031552
   309	  0.607065	  0.016959
   310	  0.440217	  0.000000
   311	  0.593032	  0.018560
   312	  0.483529	  0.001341
   313	  0.643726	  0.025611
   314	  0.685743	  0.019689
   315	  0.795714	  0.107592
   316	  0.615341	  0.006041
   317	  0.570888	  0.008106
   318	  0.654305	  0.009552
   319	  0.474050	  0.000000
   320	  0.775801	  0.074239
   321	  0.592200	  0.026539
   322	  0.464438	  0.001272
   323	  0.646430	  0.006203
   324	  0.761757	  0.093520
   325	  0.668872	  0.045449
   326	  0.764811	  0.067897
   327	  0.648661	  0.003897
   328	  0.553031	  0.003182
   329	  0.644734	  0.037138
   330	  0.757306	  0.046453
   331	  0.848669	  0.220379
   332	  0.482625	  0.030299
   333	  0.661686	  0.036661
   334	  0.684026	  0.080810
   335	  0.728500	  0.098969
   336	  0.848114	  0.363795
   337	  0.759681	  0.064705
   338	  0.589157	  0.004041
   339	  0.689619	  0.092869
   340	  0.560135	  0.003555
   341	  0.618580	  0.018715
   342	  0.661666	  0.047439
   343	  0.814641	  0.304597
   344	  0.654449	  0.007457
   345	  0.626403	  0.011582
   346	  0.657307	  0.066105
   347	  0.753368	  0.057775
   348	  0.626609	  0.005913
   349	  0.752094	  0.040551
   350	  0.671885	  0.011847
   351	  0.687203	  0.029562
   352	  0.613070	  0.007447
   353	  0.727945	  0.067276
   354	  0.677930	  0.025186
   355	  0.684334	  0.027386
   356	  0.691736	  0.016319
   357	  0.627061	  0.007206
   358	  0.597556	  0.031139
   359	  0.515795	  0.000556
   360	  0.648733	  0.005614
   361	  0.627771	  0.022393
   362	  0.583163	  0.004281
   363	  0.733794	  0.030356
   364	  0.685393	  0.029042
   365	  0.576316	  0.043689
   366	  0.620245	  0.017131
   367	  0.522415	  0.003292
   368	  0.458583	  0.000976
   369	  0.647530	  0.004651
   370	  0.522765	  0.018093
   371	  0.476333	  0.000484
   372	  0.573695	  0.003720
   373	  0.440217	  0.000000
   374	  0.550821	  0.006698
   375	  0.466196	  0.002249
   376	  0.644538	  0.049304
   377	  0.462654	  0.001630
   378	  0.383314	  0.000002
   379	  0.459257	  0.001086
   380	  0.745781	  0.074647
   381	  0.486243	  0.001485
   382	  0.554717	  0.007367
   383	  0.512721	  0.002948
   384	  0.647766	  0.036330
   385	  0.548621	  0.029504
   386	  0.643582	  0.011546
   387	  0.605914	  0.021173
   388	  0.552969	  0.005048
   389	  0.533076	  0.001565
   390	  0.336538	  0.000000
   391	  0.757049	  0.098816
   392	  0.548939	  0.005921
   393	  0.582629	  0.003206
   394	  0.498503	  0.005825
   395	  0.566879	  0.007469
   396	  0.519578	  0.001104
   397	  0.440217	  0.000000
   398	  0.308492	  0.000000
   399	  0.527792	  0.003770
   400	  0.532470	  0.002411
   401	  0.469686	  0.000282
   402	  0.716893	  0.047169
   403	  0.495871	  0.004700
   404	  0.351326	  0.012363
   405	  0.586998	  0.002810
   406	  0.751785	  0.039229
   407	  0.559919	  0.035445
   408	  0.523551	  0.006809
   409	  0.538782	  0.015614
   410	  0.515044	  0.001276
   411	  0.676223	  0.091016
   412	  0.495054	  0.000565
   413	  0.440217	  0.000000
   414	  0.663485	  0.017251
   415	  0.231197	  0.007396
   416	  0.524472	  0.000659
   417	  0.565481	  0.014313
   418	  0.491898	  0.011661
   419	  0.568215	  0.026415
   420	  0.692425	  0.012745
   421	  0.440217	  0.000000
   422	  0.440217	  0.000000
   423	  0.518046	  0.001239
   424	  0.527926	  0.001092
   425	  0.610900	  0.006011
   426	  0.534680	  0.000770
   427	  0.502497	  0.001012
   428	  0.599458	  0.002867
   429	  0.594451	  0.006387
   430	  0.662920	  0.021318
   431	  0.472925	  0.000847
   432	  0.447686	  0.000800
   433	  0.440217	  0.000000
   434	  0.514355	  0.000613
   435	  0.093749	  0.000000
   436	  0.474374	  0.000693
   437	  0.407514	  0.010824
   438	  0.054507	  0.000000
   439	  0.558736	  0.000948
   440	  0.297306	  0.000018
   441	  0.611003	  0.008057
   442	  0.686308	  0.023735
   443	  0.678300	  0.044440
   444	  0.856390	  0.486728
   445	  0.665953	  0.023533
   446	  0.761274	  0.095774
   447	  0.620400	  0.010048
   448	  0.594554	  0.032680
   449	  0.418088	  0.000905
   450	  0.731718	  0.059093
   451	  0.473094	  0.019601
   452	  0.652444	  0.025889
   453	  0.594698	  0.006640
   454	  0.470678	  0.000000
   455	  0.611846	  0.027718
   456	  0.631965	  0.023477
   457	  0.575998	  0.038348
   458	  0.604382	  0.006023
   459	  0.710941	  0.051756
   460	  0.712493	  0.036455
   461	  0.691274	  0.027849
   462	  0.678855	  0.033518
   463	  0.601730	  0.011770
   464	  0.638730	  0.003382
   465	  0.614786	  0.007254
   466	  0.704937	  0.034437
   467	  0.648712	  0.024589
   468	  0.465266	  0.002508
   469	  0.446586	  0.005742
   470	  0.684077	  0.046835
   471	  0.422113	  0.000836
   472	  0.691202	  0.014247
   473	  0.701030	  0.040843
   474	  0.582197	  0.010110
   475	  0.507570	  0.031651
   476	  0.380194	  0.000000
   477	  0.639038	  0.018383
   478	  0.502975	  0.003213
   479	  0.588787	  0.022765
   480	  0.696887	  0.025537
   481	  0.548898	  0.015050
   482	  0.758457	  0.076958
   483	  0.615629	  0.009991
   484	  0.636499	  0.004496
   485	  0.616678	  0.004813
   486	  0.506316	  0.000977
   487	  0.557123	  0.001543
   488	  0.377377	  0.000000
   489	  0.586309	  0.021172
   490	  0.532922	  0.000262
   491	  0.549309	  0.006145
   492	  0.715402	  0.021205
   493	  0.537559	  0.000897
   494	  0.690585	  0.037223
   495	  0.439446	  0.000160
   496	  0.505411	  0.006305
   497	  0.544899	  0.008616
   498	  0.638792	  0.027030
   499	  0.441204	  0.000663
   500	  0.648054	  0.010171
   501	  0.414870	  0.014283
   502	  0.508783	  0.015574
   503	  0.304066	  0.000011
   504	  0.406353	  0.001052
   505	  0.521629	  0.001905
   506	  0.543254	  0.000636
   507	  0.525319	  0.000412
   508	  0.738307	  0.035762
   509	  0.486670	  0.002518
   510	  0.497331	  0.000475
   511	  0.432126	  0.001754
   512	  0.358327	  0.000000
   513	  0.560525	  0.008772
   514	  0.484182	  0.000588
   515	  0.691037	  0.039153
   516	  0.646903	  0.011007
   517	  0.338470	  0.000000
   518	  0.757470	  0.100198
   519	  0.639151	  0.010361
   520	  0.649442	  0.013018
   521	  0.401989	  0.000243
   522	  0.628346	  0.008022
   523	  0.483436	  0.000434
   524	  0.181593	  0.000611
   525	  0.379515	  0.000172
   526	  0.503828	  0.000941
   527	  0.664164	  0.020939
   528	  0.591542	  0.017789
   529	  0.397568	  0.000284
   530	  0.518128	  0.001562
   531	  0.495701	  0.000640
   532	  0.504440	  0.009454
   533	  0.748999	  0.069914
   534	  0.669746	  0.014225
   535	  0.626547	  0.016342
   536	  0.401423	  0.001112
   537	  0.504445	  0.001434
   538	  0.646995	  0.016177
   539	  0.641423	  0.010974
   540	  0.531072	  0.002015
   541	  0.565809	  0.005123
   542	  0.648866	  0.007749
   543	  0.421995	  0.000335
   544	  0.682402	  0.064855
   545	  0.448452	  0.000810
   546	  0.637743	  0.019190
   547	  0.664668	  0.033502
   548	  0.112431	  0.000000
   549	  0.178849	  0.000000
   550	  0.525921	  0.000000
   551	  0.665470	  0.010726
   552	  0.540766	  0.003168
   553	  0.358327	  0.000000
   554	  0.470175	  0.002303
   555	  0.358327	  0.000000
   556	  0.730350	  0.035455
   557	  0.529673	  0.009894
   558	  0.528162	  0.001121
   559	  0.510387	  0.000000
   560	  0.312085	  0.000022
   561	  0.358327	  0.000000
   562	  0.591573	  0.013976
   563	  0.513029	  0.000364
   564	  0.358327	  0.000000
   565	  0.410018	  0.000473
   566	  0.358327	  0.000000
   567	  0.437857	  0.000000
   568	  0.271091	  0.000000
   569	  0.215136	  0.000015
   570	  0.079119	  0.000000
   571	  0.376971	  0.009759
   572	  0.687645	  0.130358
   573	  0.730412	  0.104036
   574	  0.571351	  0.019881
   575	  0.596631	  0.029636
   576	  0.215733	  0.000000
   577	  0.375537	  0.001398
   578	  0.368001	  0.000000
   579	  0.566098	  0.004370
   580	  0.541465	  0.002500
   581	  0.549083	  0.002136
   582	  0.660278	  0.035319
   583	  0.476955	  0.000142
   584	  0.481360	  0.000316
   585	  0.789248	  0.072952
   586	  0.631266	  0.034658
   587	  0.527473	  0.001843
   588	  0.521655	  0.011800
   589	  0.642760	  0.010553
   590	  0.490762	  0.000601
   591	  0.526610	  0.000443
   592	  0.416022	  0.000709
   593	  0.427834	  0.016281
   594	  0.378688	  0.008676
   595	  0.621798	  0.022951
   596	  0.300154	  0.000002
   597	  0.375835	  0.000000
   598	  0.973866	  0.776080
   599	  0.445013	  0.000560
   600	  0.583225	  0.018384
   601	  0.843992	  0.279042
   602	  0.548199	  0.006272
   603	  0.427423	  0.015118
   604	  0.618518	  0.033998
   605	  0.466941	  0.007932
   606	  0.309438	  0.000000
   607	  0.647982	  0.017422
   608	  0.702593	  0.030082
   609	  0.650182	  0.007845
   610	  0.462346	  0.000812
   611	  0.535179	  0.029594
   612	  0.567465	  0.006122
   613	  0.027720	  0.000000
   614	  0.414315	  0.000687
   615	  0.578630	  0.001179
   616	  0.689732	  0.033113
   617	  0.432013	  0.000000
   618	  0.517054	  0.003532
   619	  0.215692	  0.000000
   620	  0.626619	  0.010763
   621	  0.443980	  0.000761
   622	  0.509380	  0.001180
   623	  0.459082	  0.000760
   624	  0.564967	  0.001245
   625	  0.769149	  0.073810
   626	  0.543614	  0.024586
   627	  0.607585	  0.013563
   628	  0.706787	  0.053389
   629	  0.660422	  0.019861
   630	  0.784488	  0.113162
   631	  0.686452	  0.059529
   632	  0.692590	  0.080978
   633	  0.586813	  0.009994
   634	  0.542956	  0.032257
   635	  0.867873	  0.546453
   636	  0.620379	  0.023075
   637	  0.670826	  0.035973
   638	  0.651663	  0.058127
   639	  0.647515	  0.010421
   640	  0.836497	  0.353131
   641	  0.636704	  0.025640
   642	  0.467758	  0.001004
   643	  0.611229	  0.005164
   644	  0.652393	  0.019354
   645	  0.782668	  0.076642
   646	  0.432378	  0.000625
   647	  0.552362	  0.002402
   648	  0.543675	  0.007229
   649	  0.575268	  0.003233
   650	  0.687120	  0.056256
   651	  0.710930	  0.043334
   652	  0.663177	  0.010872
   653	  0.573797	  0.016276
   654	  0.529221	  0.001207
   655	  0.421172	  0.000759
   656	  0.395409	  0.010702
   657	  0.700434	  0.040888
   658	  0.625560	  0.009509
   659	  0.459997	  0.000857
   660	  0.541794	  0.001571
   661	  0.485390	  0.001068
   662	  0.649833	  0.011259
   663	  0.482018	  0.000000
   664	  0.563764	  0.002011
   665	  0.600527	  0.006109
   666	  0.561091	  0.003666
   667	  0.362321	  0.080966
   668	  0.656608	  0.014522
   669	  0.544755	  0.004489
   670	  0.432013	  0.000000
   671	  0.777158	  0.300579
   672	  0.614508	  0.035113
   673	  0.650367	  0.025678
   674	  0.599643	  0.005391
   675	  0.447968	  0.000351
   676	  0.517655	  0.000018
   677	  0.530321	  0.001095
   678	  0.432013	  0.000000
   679	  0.509169	  0.000463
   680	  0.430980	  0.000924
   681	  0.444041	  0.000899
   682	  0.509169	  0.000463
   683	  0.432013	  0.000000
   684	  0.432013	  0.000000
   685	  0.432013	  0.000000
   686	  0.432013	  0.000000
   687	  0.437647	  0.009830
   688	  0.397640	  0.000061
   689	  0.504512	  0.000570
   690	  0.575484	  0.018065
   691	  0.544308	  0.015405
   692	  0.547603	  0.000968
   693	  0.606336	  0.005447
   694	  0.709121	  0.031304
   695	  0.412953	  0.000109
   696	  0.733650	  0.083561
   697	  0.345091	  0.000000
   698	  0.662560	  0.021125
   699	  0.381052	  0.000388
   700	  0.429186	  0.000524
   701	  0.467856	  0.000000
   702	  0.491486	  0.002456
   703	  0.550851	  0.001663
   704	  0.233048	  0.000000
   705	  0.459853	  0.000750
   706	  0.345091	  0.000000
   707	  0.481746	  0.001429
   708	  0.554316	  0.000661
   709	  0.378466	  0.000000
   710	  0.475094	  0.001224
   711	  0.452641	  0.000606
   712	  0.640642	  0.021785
   713	  0.535390	  0.001100
   714	  0.600671	  0.011154
   715	  0.573078	  0.016195
   716	  0.581632	  0.008952
   717	  0.619094	  0.021309
   718	  0.918464	  0.962823
   719	  0.496724	  0.001460
   720	  0.481159	  0.000605
   721	  0.509893	  0.002538
   722	  0.401896	  0.000186
   723	  0.477397	  0.022860
   724	  0.789073	  0.139185
   725	  0.546929	  0.024694
   726	  0.425742	  0.001118
   727	  0.345091	  0.000000
   728	  0.423511	  0.004581
   729	  0.493362	  0.012681
   730	  0.649504	  0.165657
   731	  0.620081	  0.034668
   732	  0.627010	  0.005731
   733	  0.460845	  0.029934
   734	  0.448889	  0.000133
   735	  0.756576	  0.077428
   736	  0.539101	  0.000738
   737	  0.459930	  0.000000
   738	  0.407242	  0.000504
   739	  0.484326	  0.004996
   740	  0.423907	  0.000000
   741	  0.585312	  0.025420
   742	  0.342058	  0.000002
   743	  0.554830	  0.000976
   744	  0.550512	  0.002091
   745	  0.547705	  0.007423
   746	  0.494359	  0.001219
   747	  0.734894	  0.104112
   748	  0.342906	  0.000007
   749	  0.467866	  0.001487
   750	  0.436613	  0.000603
   751	  0.532613	  0.001511
   752	  0.445835	  0.000441
   753	  0.501638	  0.002861
   754	  0.624378	  0.004519
   755	  0.392155	  0.000097
   756	  0.617459	  0.004811
   757	  0.521840	  0.000846
   758	  0.552599	  0.001790
   759	  0.628377	  0.033175
   760	  0.639716	  0.025207
   761	  0.611404	  0.005263
   762	  0.563538	  0.025950
   763	  0.582608	  0.001518
   764	  0.389945	  0.000002
   765	  0.596795	  0.008059
   766	  0.559333	  0.021138
   767	  0.425798	  0.000003
   768	  0.489558	  0.000563
   769	  0.592262	  0.027907
   770	  0.667762	  0.021212
   771	  0.649730	  0.023115
   772	  0.639892	  0.021014
   773	  0.674671	  0.061315
   774	  0.519866	  0.016452
   775	  0.297507	  0.001637
   776	  0.457175	  0.001510
   777	  0.561913	  0.001700
   778	  0.647766	  0.014163
   779	  0.668626	  0.005559
   780	  0.689629	  0.040068
   781	  0.452960	  0.002094
   782	  0.610427	  0.003058
   783	  0.777209	  0.044430
   784	  0.744548	  0.089992
   785	  0.629817	  0.041841
   786	  0.662272	  0.039871
   787	  0.665377	  0.010398
   788	  0.425819	  0.000152
   789	  0.423907	  0.000000
   790	  0.520143	  0.000728
   791	  0.484007	  0.000288
   792	  0.423907	  0.000000
   793	  0.775718	  0.098499
   794	  0.574980	  0.004291
   795	  0.745422	  0.101448
   796	  0.721036	  0.040487
   797	  0.638432	  0.007198
   798	  0.630248	  0.011279
   799	  0.603416	  0.006502
   800	  0.557647	  0.007570
   801	  0.597052	  0.005288
   802	  0.679276	  0.017754
   803	  0.358605	  0.001501
   804	  0.510500	  0.002032
   805	  0.587656	  0.002841
   806	  0.617151	  0.016374
   807	  0.541774	  0.001246
   808	  0.669284	  0.003499
   809	  0.599468	  0.019240
   810	  0.594040	  0.078579
   811	  0.476852	  0.000615
   812	  0.579123	  0.032072
   813	  0.593043	  0.004365
   814	  0.608988	  0.013916
   815	  0.474487	  0.000400
   816	  0.452158	  0.000017
   817	  0.576275	  0.017916
   818	  0.593845	  0.014332
   819	  0.545320	  0.005104
   820	  0.611003	  0.018376
   821	  0.573921	  0.001965
   822	  0.636848	  0.010536
   823	  0.608721	  0.005761
   824	  0.465214	  0.006171
   825	  0.484552	  0.000920
   826	  0.451006	  0.000000
   827	  0.451006	  0.000000
   828	  0.504651	  0.001272
   829	  0.451006	  0.000000
   830	  0.451006	  0.000000
   831	  0.554347	  0.000343
   832	  0.577272	  0.017903
   833	  0.544148	  0.001564
   834	  0.451171	  0.000000
   835	  0.458614	  0.014203
   836	  0.499665	  0.001078
   837	  0.505236	  0.000732
   838	  0.451006	  0.000000
   839	  0.553257	  0.030013
   840	  0.641053	  0.008093
   841	  0.512762	  0.000695
   842	  0.451006	  0.000000
   843	  0.451006	  0.000000
   844	  0.225188	  0.000000
   845	  0.481355	  0.000700
   846	  0.556578	  0.019519
   847	  0.451006	  0.000000
   848	  0.460814	  0.003824
   849	  0.624388	  0.049402
   850	  0.451006	  0.000000
   851	  0.606829	  0.009282
   852	  0.398344	  0.000323
   853	  0.451006	  0.000000
   854	  0.526640	  0.001237
   855	  0.511785	  0.000914
   856	  0.622034	  0.008384
   857	  0.527545	  0.001838
   858	  0.451006	  0.000000
   859	  0.451006	  0.000000
   860	  0.370324	  0.007195
   861	  0.484336	  0.000990
   862	  0.358609	  0.000000
   863	  0.449454	  0.002890
   864	  0.682494	  0.047612
   865	  0.565594	  0.007069
   866	  0.417070	  0.000282
   867	  0.673005	  0.135150
   868	  0.494976	  0.001248
   869	  0.293359	  0.000075
   870	  0.432527	  0.000000
   871	  0.542925	  0.007313
   872	  0.478810	  0.003433
   873	  0.649329	  0.019363
   874	  0.407767	  0.000443
   875	  0.499680	  0.003228
   876	  0.452985	  0.000414
   877	  0.555148	  0.032173
   878	  0.360090	  0.028361
   879	  0.358609	  0.000000
   880	  0.358609	  0.000000
   881	  0.358609	  0.000000
   882	  0.371645	  0.001756
   883	  0.485046	  0.001351
   884	  0.441379	  0.002669
   885	  0.610643	  0.023404
   886	  0.571567	  0.026713
   887	  0.505277	  0.014688
   888	  0.588519	  0.022430
   889	  0.675699	  0.035939
   890	  0.575957	  0.010954
   891	  0.596703	  0.005613
   892	  0.425629	  0.000018
   893	  0.553761	  0.012989
   894	  0.604063	  0.009112
   895	  0.506316	  0.000683
   896	  0.580275	  0.001546
   897	  0.505889	  0.000558
   898	  0.376462	  0.000332
   899	  0.543639	  0.004234
   900	  0.559569	  0.033970
   901	  0.345589	  0.000250
   902	  0.657307	  0.056911
   903	  0.491677	  0.003161
   904	  0.893308	  0.415328
   905	  0.515394	  0.003048
   906	  0.488942	  0.017990
   907	  0.560505	  0.004787
   908	  0.464577	  0.003676
   909	  0.499531	  0.003519
   910	  0.522652	  0.004699
   911	  0.441857	  0.000092
   912	  0.399660	  0.014575
   913	  0.590709	  0.006443
   914	  0.344001	  0.000000
   915	  0.486896	  0.001462
   916	  0.359586	  0.000042
   917	  0.588119	  0.019225
   918	  0.394838	  0.000594
   919	  0.560125	  0.018612
   920	  0.617449	  0.028570
   921	  0.431679	  0.000243
   922	  0.377475	  0.000551
   923	  0.525828	  0.002249
   924	  0.288316	  0.000000
   925	  0.749410	  0.055327
   926	  0.605215	  0.013863
   927	  0.294716	  0.000005
   928	  0.344001	  0.000000
   929	  0.344001	  0.000000
   930	  0.541044	  0.001958
